Author,Target,Description,Attack,Target Class,Attack Class,Link,Tags,Day,Month,Year,AttackGroup,AttackEncoded,AttackClassEncoded,TargetClassGroup,TargetClassEncoded,Africa,Asia,Australia,Europe,North America,South America,AuthorKnown
"Cycldek, Conimes, or Goblin Panda",Large organizations and government institutions in Vietnam,"Researchers from Kaspersky reveal the details of USBCulprit, a malware used by a group known as Cycldek, Conimes, or Goblin Panda, designed for compromising air-gapped devices via USB.",Targeted Attack,"O Public administration and defence, compulsory social security",CE,bleepingcomputer.com,"Kaspersky, USBCulprit, Cycldek, Conimes, Goblin Panda",3,6,2020,Targeted Attack,12,1,Public Sector/ Government,12,0,1,0,0,0,0,1
Netwalker,Columbia College of Chicago,"The Netwalker Ransomware operators claim to have successfully attacked the Columbia College of Chicago, stole unencrypted data, and encrypted their computers.",Malware,P Education,CC,bleepingcomputer.com,"Columbia College of Chicago, Netwalker, Ransomware",3,6,2020,Malware,8,0,Education,2,0,0,0,0,1,0,1
Netwalker,University of California San Francisco (UCSF),"The Netwalker Ransomware operators claim to have successfully attacked the University of California San Francisco (UCSF), stole unencrypted data, and encrypted their computers.",Malware,P Education,CC,bleepingcomputer.com,"University of California San Francisco, UCSF, Netwalker, Ransomware",3,6,2020,Malware,8,0,Education,2,0,0,0,0,1,0,1
?,Microsoft Office 365 customers,"Researchers from Abnormal Security discover a new phishing campaign targeting Microsoft Office 365 customers, using bait messages camouflaged as notifications sent by their organization to update the VPN configuration.",Account Hijacking,Y Multiple Industries,CC,bleepingcomputer.com,"Abnormal Security, Microsoft Office 365, VPN, COVID-19",3,6,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,San Francisco Employees’ Retirement System (SFERS),The San Francisco Employees’ Retirement System (SFERS) suffers a data breach after an unauthorized person gains access to a database hosted in a test environment. The breach occurred on February 2020.,Unknown,S Other service activities,CC,bleepingcomputer.com,"San Francisco Employees’ Retirement System, SFERS",3,6,2020,Unknown,13,0,Other,10,0,0,0,0,1,0,0
DoppelPaymer,Digital Management Inc. (DMI),"The DoppelPaymer ransomware gang says it successfully breached the network of Digital Management Inc. (DMI), a managed IT and cyber-security services on demand, NASA contractor.",Malware,M Professional scientific and technical activities,CC,zdnet.com,"DoppelPaymer, ransomware, Digital Management Inc., DMI, NASA",3,6,2020,Malware,8,0,Information/ Communication,7,0,0,0,0,1,0,1
Maze,Westech International,"The threat actors behind the Maze ransomware steal and leak the data of Westech International, a US military contractor.",Malware,C Manufacturing,CC,news.sky.com,"Westech International, Maze, Ransomware",3,6,2020,Malware,8,0,Manufacturing/ Energy,8,0,0,0,0,1,0,1
?,Viva Republica Inc.,"Viva Republica Inc., a fintech firm, has its Toss platform hacked suffering a loss worth 9.4 million won ($7,853).",Unknown,V Fintech,CC,databreaches.net,"Viva Republica Inc., Toss",3,6,2020,Unknown,13,0,Financial Services,4,0,1,0,0,0,0,0
?,Duluth School District,The Duluth School District reveals the details of a security breach involving 14 student accounts.,Account Hijacking,P Education,CC,govtech.com,Duluth School District,3,6,2020,Account Hijacking,1,0,Education,2,0,0,0,0,1,0,0
?,Anti-racism organizations,"Cloudflare reveals a 1,120 fold soar of cyber-attacks against anti-racism organizations in the wake of the death of George Floyd.",DDoS,U Activities of extraterritorial organizations and bodies,CC,bbc.com,"Cloudflare, George Floyd",3,6,2020,Denial of Service,5,0,Public Sector/ Government,12,0,0,0,0,1,0,0
China and Iran APT Groups,Trump and Biden presidential campaigns,Researchers from Google’s Threat Analysis Group say they’ve identified efforts by at least two nation state-backed hackers against the Trump and Biden presidential campaigns.,Targeted Attack,"O Public administration and defence, compulsory social security",CE,techcrunch.com,"Google, Threat Analysis Group, TAG, Trump, Biden",4,6,2020,Targeted Attack,12,1,Public Sector/ Government,12,0,0,0,0,1,0,1
Maze,Conduent,"The Maze Ransomware operators claim to have successfully attacked business services giant Conduent, where they stole unencrypted files and encrypted devices on their network.",Malware,M Professional scientific and technical activities,CC,bleepingcomputer.com,"Conduent, Maze, Ransomware",4,6,2020,Malware,8,0,Information/ Communication,7,0,0,0,0,1,0,1
?,Chartered Professional Accountants of Canada (CPA),"Chartered Professional Accountants of Canada (CPA) disclose a cyberattack against their website that allowed unauthorized third parties to access the personal information of over 329,000 members and other stakeholders.",Unknown,S Other service activities,CC,bleepingcomputer.com,"Chartered Professional Accountants of Canada, CPA",4,6,2020,Unknown,13,0,Other,10,0,0,0,0,1,0,0
Tycoon,Small to medium size organizations in the software and education industries,"Researchers from Blackberry and KPMG discover Tycoon, a new human-operated ransomware strain deployed in highly targeted attacks targeting small to medium size organizations in the software and education industries since at least December 2019.",Malware,Y Multiple Industries,CC,bleepingcomputer.com,"Blackberry, KPMG, Tycoon, ransomware",4,6,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,1
?,Multiple organizations,Researchers from Akamai discover Stealthworker a piece of malware attempting brute-force attacks against cPanel.,Brute-Force,Y Multiple Industries,CC,bleepingcomputer.com,"Akamai, cPanel, Stealthworker",4,6,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,"Hundreds of enterprises across all industries, including real estate, oil & gas, engineering, IT, healthcare, financial services and more",Researchers from Ironscale discover a massive phishing campaign sending fake email notifications for voice messages.,Account Hijacking,Y Multiple Industries,CC,bleepingcomputer.com,Ironscale,4,6,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Banking users,"Researchers from Check Point discover a new malware campaign, spoofing job seekers and delivering Zloader via emails with file attachments that claim to be curriculum vitae (CV).",Malware,K Financial and insurance activities,CC,techrepublic.com,"Check Point, Zloader",4,6,2020,Malware,8,0,Financial Services,4,0,0,0,0,1,0,0
Higaisa,Multiple organizations,"Researchers from Malwarebytes discover a new campaign from a Korea-linked APT known as Higaisa, using LNK files.",Targeted Attack,Y Multiple Industries,CE,securityaffairs.co,"Malwarebytes, Higaisa, LNK",4,6,2020,Targeted Attack,12,1,Multiple Industries,9,0,0,0,0,1,0,1
?,Android users,"Researchers from Trend Micro reveal that a couple of Android barcode reader apps, downloaded more than 1 million times, were found to contain ad fraud malware (AndroidOS_HiddenAd.HRXJA).",Malware,X Individual,CC,scmagazine.com,"Trend Micro, Android, AndroidOS_HiddenAd.HRXJA",4,6,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,San Beda University (SBU),"An unidentified hacker infiltrates the online student portal of San Beda University (SBU), gaining access to personal information and social media passwords of thousands of students and apparently releasing them online.",Unknown,P Education,CC,databreaches.net,"San Beda University, SBU",4,6,2020,Unknown,13,0,Education,2,0,1,0,0,0,0,0
Maze,VT San Antonio Aerospace,The Maze Ransomware gang breach and successfully encrypt the systems of VT San Antonio Aerospace. They also steal and leak unencrypted files. The attack occurred in April 2020.,Malware,M Professional scientific and technical activities,CC,bleepingcomputer.com,"VT San Antonio Aerospace, Maze, Ransomware",5,6,2020,Malware,8,0,Information/ Communication,7,0,0,0,0,1,0,1
"""John Wick"" and ""Korean Hackers""",ZEE5,"A hacker identifying themselves as ""John Wick"" and ""Korean Hackers"" claim to have breached the systems for Indian video on demand giant ZEE5 and are threatening to sell the database on criminal markets.",Unknown,J Information and communication,CC,bleepingcomputer.com,"John Wick, Korean Hackers, ZEE5",5,6,2020,Unknown,13,0,Information/ Communication,7,0,1,0,0,0,0,1
?,Fitness Depot,Canadian retailer Fitness Depot announces customers that their personal and financial information was stolen following a breach that affected the company's e-commerce platform last month.,Malware,G Wholesale and retail trade,CC,bleepingcomputer.com,"Fitness Depot, Magecart",5,6,2020,Malware,8,0,Retail Trade,14,0,0,0,0,1,0,0
Kupidon,Multiple organizations,"A new ransomware dubbed Kupidon targets not only corporate networks, but also home user's personal data.",Malware,Y Multiple Industries,CC,bleepingcomputer.com,"Kupidon, Ransomware",5,6,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,1
eCh0raix,QNAP storage devices,The threat actors behind the eCh0raix Ransomware launch a brand new campaign targeting QNAP storage devices.,Malware,Y Multiple Industries,CC,bleepingcomputer.com,"eCh0raix, Ransomware, QNAP",5,6,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,1
?,City of Florence,"The city of Florence, Alabama, is hit by the DoppelPaymer ransomware.",Malware,"O Public administration and defence, compulsory social security",CC,securityaffairs.co,"City of Florence, Alabama",5,6,2020,Malware,8,0,Public Sector/ Government,12,0,0,0,0,1,0,0
Maze,ST Engineering,The threat actors behind the Maze ransomware steal and leak the data of ST Engineering.,Malware,C Manufacturing,CC,securityaffairs.co,"Maze, ransomware, ST Engineering.",5,6,2020,Malware,8,0,Manufacturing/ Energy,8,0,1,0,0,0,0,1
?,University of Utah,University of Utah notifies its patients after a phishing incident compromised employee email accounts between April 6 and May 22.,Account Hijacking,Q Human health and social work activities,CC,databreaches.net,University of Utah,5,6,2020,Account Hijacking,1,0,Healthcare/ Social Services,5,0,0,0,0,1,0,0
?,Multiple organizations,Researchers from Yoroi ZLab reveal the details of a Netwire campaign targeting Italian-speakers.,Targeted Attack,Y Multiple Industries,CE,securityaffairs.co,"Yoroi ZLab, Netwire",5,6,2020,Targeted Attack,12,1,Multiple Industries,9,0,0,0,1,0,0,0
?,Multiple organizations,The U.S. Cybersecurity and Infrastructure Security Agency (CISA) warns that attackers are trying to exploit the SMBGhost vulnerability (CVE-2020-0796).,Vulnerability,Y Multiple Industries,CC,scmagazine.com,"U.S. Cybersecurity and Infrastructure Security Agency, CISA, SMBGhost, CVE-2020-0796",5,6,2020,Vulnerability Exploitation,14,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Single Individuals,"A fake decryptor for the STOP Djvu Ransomware is being distributed. Instead of getting their files back for free, they are infected with another ransomware, Zorab.",Malware,X Individual,CC,bleepingcomputer.com,"STOP Djvu, Ransomware, Zorab",6,6,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
EKANS (SNAKE),Enel Group,"The Enel Group is hit by a ransomware attack from EKANS (SNAKE) ransomware operators that affected its internal network,",Malware,D Electricity gas steam and air conditioning supply,CC,scmagazineuk.com,"Enel Group, SNAKE, EKANS, ransomware",7,6,2020,Malware,8,0,Manufacturing/ Energy,8,0,0,0,1,0,0,1
?,University of the Philippines Cebu,Unknown attackers break into the evaluation portal of the University of the Philippines Cebu.,Unknown,P Education,CC,databreaches.net,University of the Philippines Cebu,7,6,2020,Unknown,13,0,Education,2,0,1,0,0,0,0,0
?,Hockley Medical Practice,"Hockley Medical Practice have their records of nearly 9,000 patients hacked.",Unknown,Q Human health and social work activities,CC,databreaches.net,Hockley Medical Practice,7,6,2020,Unknown,13,0,Healthcare/ Social Services,5,0,0,0,1,0,0,0
EKANS (SNAKE),Honda,Computer networks in Europe and Japan from car manufacturer giant Honda are also affected by issues that are reportedly related to a SNAKE Ransomware cyber-attack.,Malware,C Manufacturing,CC,bleepingcomputer.com,"Honda, SNAKE, EKANS",8,6,2020,Malware,8,0,Manufacturing/ Energy,8,0,1,0,0,0,0,1
Russia?,German multinational corporation,"Researchers at IBM X-Force uncover a COVID-19 related phishing campaign targeting a German multinational corporation, associated with a German government-private sector task force to procure personal protective equipment. The threat actors behind this campaign targeted more than 100 high ranking executives within this organization and its third-party ecosystem (approximately 40 organizations).",Targeted Attack,C Manufacturing,CE,bleepingcomputer.com,"IBM X-Force, COVID-19",8,6,2020,Targeted Attack,12,1,Manufacturing/ Energy,8,0,0,0,1,0,0,1
DoppelPaymer,Avon,Cosmetics giant Avon discloses a security incident allegedly due to the DoppelPaymer ransomware.,Malware,C Manufacturing,CC,zdnet.com,"Avon, DoppelPaymer, ransomware",8,6,2020,Malware,8,0,Manufacturing/ Energy,8,0,0,0,1,0,0,1
?,Greenworks,Researchers at RapidSpike discover that payment card data from customers of Greenworks hardware tools website is being stolen by hackers via a malicious script with self-cloaking capabilities and anti-tampering protection.,Malware,G Wholesale and retail trade,CC,bleepingcomputer.com,"Greenworks, RapidSpike, Magecart",8,6,2020,Malware,8,0,Retail Trade,14,0,0,0,0,1,0,0
?,Bitcoin users,"Scammers hijack three YouTube channels (Juice TV, Right Human, and MaximSakulevich) to display bitcoin scams impersonating Elon Musk's SpaceX channel, stealing nearly $150,000 in bitcoins in two days.",Account Hijacking,X Individual,CC,bleepingcomputer.com,"YouTube, Juice TV, Right Human, MaximSakulevich, Elon Musk, SpaceX",8,6,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
TA410,U.S. energy providers,"Researchers from Proofpoint discover a new spear-phishing campaign targeting U.S. energy providers via FlowCloud, a new remote access trojan (RAT) capable of providing attackers with full control over infected systems.",Targeted Attack,D Electricity gas steam and air conditioning supply,CE,bleepingcomputer.com,"Proofpoint, FlowCloud",8,6,2020,Targeted Attack,12,1,Manufacturing/ Energy,8,0,0,0,0,1,0,1
